English,French,Chinese,Pingying,Spanish,German
yowl,hurler,号叫,hào jiào,aullido,jaulen
abattoir,abattoir,屠宰场,tú zǎi cháng,matadero,schlachthof
abattoir,abattoir,屠宰场,tú zǎi cháng,matadero,schlachthof
abbot,abbé,方丈,fāng zhàng,abad,abt
abed,un lit,床,chuáng,una cama,ein bett
abberance,aberration,异常,yì cháng,aberrancia,abnormalität
abberant,aberrant,异常的,yì cháng de,aberrante,abberant
abet,une mise,助长,zhù cháng,instigar,unterstützen
abhor,abhorrer,痛恨,tòng hèn,aborrecer,verabscheuen
abhorrence,horreur,憎恶,zēng è,aborrecimiento,abscheu
abhorrent,odieux,可恶的,kě è de,aborrecible,abscheulich
abjection,abjection,落魄,luo po,abyección,ablehnung
abjure,abjurer,放弃,fàng qì,abjurar de,abschwören
ablative,ablatif,烧蚀的,shāo shí de,ablativo,ablativ
ablaze,en feu,着火的,zháo huǒ de,ardiendo,in flammen
able-bodied,valide,健全的,jiàn quán de,capacitado,arbeitsfähig
ably,habilement,干练,gān liàn,hábilmente,geschickt
abnegate,renoncer à,舍弃,shè qì,renunciar,entsagen
abnegation,renoncement,放弃,fàng qì,abnegación,verzicht
abnormality,anomalie,紊乱etc,wèn luàn etc,anomalía,anomalie
abolishment,abolition,废除,fèi chú,abolición,abschaffung
aboninable,abonnable,可恶的,kě è de,aboninable,abscheulich
abonnement,abonnement,祭祀,jì sì,abandono,abonnement
aboriginal,aborigène,土著,tǔ zhù,aborigen,aborigines
aborigines,aborigènes,原住民,yuán zhù mín,aborígenes,ureinwohner
abortive,abortif,未遂,wèi suì,abortivo,fehlgeschlagen
above-average,au dessus de la moyenne,高于平均水平,gāo yú píng jūn shuǐ píng,por encima del promedio,überdurchschnittlich
aboveboard,honnête,光明磊落,guāng míng lěi luo,abiertamente,ehrlich
abrasive,abrasif,磨料,mó liào,abrasivo,schleifmittel
abreast,de front,并列,bìng liè,de frente,nebeneinander
abridge,abréger,删节,shān jié,abreviar,kürzen
abruptness,brusquerie,突兀,tú wù,pendiente,plötzlichkeit
absently,distraitement,心不在焉,xīn bù zài yān,distraídamente,geistesabwesend
absolution,absolution,赦免,shè miǎn,absolución,absolution
absorbing,absorbant,吸收,xī shōu,absorbente,absorbierend
abyss,abîme,深渊,shēn yuān,abismo,abgrund
accede,adhérer,加入,jiā rù,acceder a,beitreten
acceleration,accélération,加速度,jiā sù dù,aceleración,beschleunigung
accolade,accolade,荣誉,róng yù,espaldarazo,akkolade
accommodating,accommodant,包容,bāo róng,servicial,entgegenkommend
accompaniment,accompagnement,伴奏,bàn zòu,acompañamiento,begleitung
accordance,conformité,按照,àn zhào,conformidad,übereinstimmung
accredited,accrédité,认可,rèn kě,autorizado,akkreditiert
accuser,accusateur,控告者,kòng gào zhě,acusador,ankläger
acheless,sans douleur,无痛的,wú tòng de,sin doler,schmerzlos
achy,courbatures,痛,tòng,dolorido,achy
acne,acné,粉刺,fěn cì,acné,akne
acquisition,acquisition,获得,huo dé,adquisición,erwerb
actual,réel,实际的,shí jì de,real,tatsächlich
adaptation,adaptation,适应,guā yìng,adaptación,anpassung
addressee,destinataire,收件人,shōu jiàn rén,destinatario,adressat
adept,expert,熟练的,shóu liàn de,adepto,geschickt
adherence,adhérence,坚持,jiān chí,adherencia,adhärenz
admiration,admiration,钦佩,qīn pèi,admiración,bewunderung
admonishment,réprimande,警告,jǐng gào,amonestación,ermahnung
ado,ado,废话,fèi huà,alharaca,ado
adornment,ornement,装饰,zhuāng shì,adorno,schmuck
adulate,aduler,谄媚,chǎn mèi,adular,schmeicheln
adulatory,adulatoire,讨人喜欢的,tǎo rén xǐ huān de,adulador,ehrerbietig
adulthood,l'âge adulte,成年,chéng nián,edad adulta,erwachsensein
advancement,avancement,进步,jìn bù,avance,förderung
adverse,négatif,不利的,bù lì de,adverso,nachteilig
adversity,adversité,逆境,nì jìng,adversidad,unglück
advisedly,délibérément,明智地,míng zhì dì,deliberadamente,mit bedacht
advocacy,plaidoyer,倡导,chàng dǎo,abogacía,interessenvertretung
affable,affable,和蔼可亲,hé ǎi kě qīn,afable,freundlich
affluence,richesse,富裕,fù yù,afluencia,wohlstand
affluent,affluent,富裕的,fù yù de,afluente,wohlhabend
afloat,à flot,漂浮的,piāo fú de,a flote,flott
afterthought,réflexion après coup,事后的想法,shì hòu de xiǎng fǎ,idea tardía,nachträglicher gedanke
aggregate,agrégat,总计的,zǒng jì de,agregar,aggregat
agreeable,agréable,合适的,hé guā de,agradable,angenehm
ail,tout,艾尔,ài ěr,afligir,alles
ailment,maladie,病痛,bìng tòng,enfermedad,leiden
aimless,sans but,漫无目的,màn wú mù de,sin objetivo,ziellos
air-condition,climatisation,空调,kōng diào,aire acondicionado,klimaanlage
airless,sans air,无气,wú qì,sin aire,luftlos
air-tight,hermétique,密闭,mì bì,hermético,luftdicht
airy,aéré,通风的,tōng fēng de,aireado,luftig
akin,proche,类似的,lèi sì de,parecido,ähnlich
alacrity,empressement,活泼,huó pō,prontitud,bereitwilligkeit
albeit,quoique,尽管,jǐn guǎn,aunque,obgleich
alcove,alcôve,壁龛,bì kān,hueco,alkoven
alertness,vigilance,警觉,jǐng jué,vigilancia,wachsamkeit
allay,apaiser,胡同,hú tóng,aliviar,zerstreuen
allocate,allouer,分配,fēn pèi,asignar,zuweisen
all-purpose,tout usage,所有的目的,suǒ yǒu de mù de,de uso múltiple,allzweck
allure,séduire,引诱,yǐn yòu,seducir,locken
aloof,distant,超然,chāo rán,a distancia,distanziert
alteration,altération,改造,gǎi zào,modificación,änderung
ambient,ambiant,周围,zhōu wéi,ambiente,umgebungs
ambiguity,ambiguïté,歧义,qí yì,ambigüedad,mehrdeutigkeit
amendable,modifiable,可修改的,kě xiū gǎi de,enmendable,änderbar
amenity,aménité,便利设施,biàn lì shè shī,amenidad,annehmlichkeiten
amoral,amoral,不道德的,bù dào dé de,amoral,amoralisch
amorphous,amorphe,无定形的,wú dìng xíng de,amorfo,amorph
amplify,amplifier,放大,fàng dà,amplificar,verstärken
amplitude,amplitude,振幅,zhèn fú,amplitud,amplitude
anchovy,anchois,凤尾鱼,fèng wěi yú,anchoa,anschovis
angrily,avec colère,愤怒地,fèn nù dì,furiosamente,wütend
anguish,angoisse,痛苦,tòng kǔ,angustia,pein
angular,angulaire,有角的,yǒu jiǎo de,angular,eckig
annotation,annotation,注解,zhù jiě,anotación,anmerkung
anoitment,onction,膏油,gāo yóu,unción,salbung
antagonize,contrarier,对抗,duì kàng,enemistarse,antagonisieren
antarctic,antarctique,南极洲,nán jí zhōu,antártico,antarktis
antecedent,antécédent,前因,qián yīn,antecedente,vorgänger
antenna,antenne,天线,tiān xiàn,antena,antenne
anteroom,antichambre,接待室,jiē dài shì,antesala,vorzimmer
antisocial,antisocial,反社会的,fǎn shè huì de,antisocial,asozial
antiterrorist,antiterroriste,反恐,fǎn kǒng,anti terrorista,antiterrorist
apathy,apathie,冷漠,lěng mo,apatía,apathie
aplenty,en abondance,很多,hěn duō,en abundancia,viel
apostrophe,apostrophe,撇号,piě hào,apóstrofe,apostroph
appal,épouvanter,惊骇,liáng hài,espantar,entsetzlich
appellation,appellation,称谓,chēng wèi,denominación,bezeichnung
append,ajouter,附加,fù jiā,adjuntar,anhängen
appetizing,appétissant,开胃的,kāi wèi de,apetitoso,appetitlich
applicant,demandeur,申请人,shēn qǐng rén,solicitante,antragsteller
appraisal,évaluation,评价,píng jiè,evaluación,würdigung
approbation,approbation,赞许,zàn xǔ,aprobación,billigung
aptitude,aptitude,资质,zī zhí,aptitud,eignung
aptly,avec justesse,恰如其分地,qià rú qí fēn dì,acertadamente,treffend
archaic,archaïque,古老,gǔ lǎo,arcaico,archaisch
archery,tir à l'arc,射箭,shè jiàn,tiro al arco,bogenschießen
archly,malicieusement,古怪的,gǔ guài de,maliciosamente,erhaben
ardently,ardemment,热烈地,rè liè dì,ardientemente,inbrünstig
arduous,difficile,艰巨,jiān jù,arduo,mühsam
armament,armement,武器,wǔ qì,armamento,rüstung
armature,armature,衔铁,xián tiě,armadura,anker
armless,sans bras,无臂的,wú bì de,sin brazos,armlos
armory,arsenal,军械库,jūn jiè kù,arsenal,waffenkammer
array,déployer,大批,dà pī,formación,array
articulate,articuler,口齿伶俐,kǒu chǐ líng lì,articular,artikulieren
artless,naïf,天真的,tiān zhēn de,simple,kunstlos
artsy,artistique,文艺的,wén yì de,artístico,künstlerisch
ascension,ascension,提升,tí shēng,ascensión,aufstieg
ashy,cendré,灰溜溜的,huī liū liū de,ceniciento,aschig
askew,de travers,歪斜的,wāi xié de,torcido,schief
asperity,aspérité,粗糙,cū cāo,aspereza,schärfe
aspirant,aspirant,有抱负的,yǒu bào fù de,aspirante,aspirant
assail,assaillir,攻击,gōng jí,atacar,angreifen
assort,assortiment,配合,pèi hé,clasificar,sortieren
assortment,assortiment,品种,pǐn chóng,surtido,sortiment
assuage,apaiser,缓和,huǎn hé,calmar,beruhigen
assumptive,présumé,假设的,jiǎ shè de,supuesto,anmaßend
assuredness,assurance,放心,fàng xīn,seguridad,gewissheit
astound,étonner,震惊,zhèn liáng,asombrar,verblüffen
atonement,expiation,赎罪,shú zuì,expiación,sühne
atrocity,atrocité,暴行,bào xíng,atrocidad,grausamkeit
attachment,attachement,依恋,yī liàn,adjunto,anhang
attentive,attentif,细心,xì xīn,atento,aufmerksam
attenuate,atténuer,衰减,shuāi jiǎn,atenuar,dämpfen
attest,attester,证明,zhèng míng,dar fe,bezeugen
attestation,attestation,证明,zhèng míng,atestación,bescheinigung
attire,tenue,服装,fú zhuāng,atuendo,kleidung
attrition,usure,损耗,sǔn hào,desgaste,attrition
attune,harmoniser,调和,diào hé,armonizar,stimmen
aubergine,aubergine,茄子,qié zǐ,berenjena,aubergine
audacity,audace,大胆,dà dǎn,audacia,unverfrorenheit
audibly,audible,可听见的,kě tīng jiàn de,de modo audible,hörbar
auditory,auditif,听觉的,tīng jué de,auditivo,auditiv
auspice,auspice,前兆,qián zhào,auspicio,schirmherrschaft
avenge,venger,报仇,bào chóu,vengar,rächen
avert,éviter,避免,bì miǎn,evitar,abwenden
avid,avide,狂热的,kuáng rè de,ávido,eifrig
avouch,confirmer,断言,duàn yán,afirmar,bekennen
avow,avouer,承认,chéng rèn,confesar,bekennen
aweless,émerveillé,无畏,wú wèi,imperturbable,ehrfurchtlos
axis,axe,轴,zhóu,eje,achse
backache,mal au dos,背痛,bèi tòng,dolor de espalda,rückenschmerzen
baggy,bouffant,松垮垮的,sōng kuǎ kuǎ de,holgado,ausgebeult
bagpipe,cornemuse,风笛,fēng dí,cornamusa,dudelsack
balk,rechigner,犹豫不决,yóu yù bù jué,obstáculo,balken
ballot,scrutin,选票,xuǎn piào,votación,abstimmung
banal,banal,平庸的,píng yōng de,banal,banal
banter,plaisanter,嘲笑,cháo xiào,broma,geplänkel
baseless,sans fondement,毫无根据,háo wú gēn jù,infundado,unbegründet
bashful,timide,害羞的,hài xiū de,tímido,schüchtern
basin,bassin,盆地,pén dì,cuenca,becken
bask,se prélasser,晒,shài,disfrutar,sich aalen
bazaar,bazar,市场,shì cháng,bazar,basar
beastly,bestial,兽,shòu,bestial,tierisch
beautify,embellir,美化,měi huà,embellecer,verschönern
bedding,literie,寝具,qǐn jù,lecho,bettwäsche
bedevil,tourmenter,恶魔,è mó,molestar,bösewicht
bedridden,alité,卧床不起,wo chuáng bù qǐ,postrado en cama,bettlägerig
beefy,costaud,仡,yì,fornido,bullig
befriend,se lier d'amitié,交朋友,jiāo péng yǒu,ofrecer amistad,sich anfreunden
beggarly,misérable,乞讨的,qǐ tǎo de,miserable,bettler
begrudge,rancune,吝啬,lìn sè,envidiar,missgönnen
bellow,mugissement,波纹管,bō wén guǎn,bramido,unten
benefactor,bienfaiteur,恩人,ēn rén,benefactor,wohltäter
benevolence,bienveillance,仁,rén,benevolencia,wohlwollen
benevolent,bienveillant,仁慈,rén cí,benevolente,wohlwollend
benignity,bénignité,仁慈,rén cí,benignidad,güte
berth,couchette,泊位,bó wèi,atracar,liegeplatz
berth,couchette,泊位,bó wèi,atracar,liegeplatz
beset,assaillir,困扰,kùn rǎo,acosar,bedrängt
bestial,bestial,兽性,shòu xìng,bestial,bestialisch
bestiality,bestialité,兽交,shòu jiāo,bestialidad,bestialität
bestow,donner,赐给,sì gěi,otorgar,verleihen
bewitch,ensorceler,蛊惑,gǔ huo,hechizar,verzaubern
big-hearted,grand coeur,心胸宽广,xīn xiōng kuān yǎn,gran corazón,großherzig
bigot,bigot,偏执狂,piān zhí kuáng,fanático,frömmler
bilingual,bilingue,双语,shuāng yǔ,bilingüe,zweisprachig
bite-size,taille de morsure,一口大小,yī kǒu dà xiǎo,tamaño de bocado,mundgerecht
blackcurrant,cassis,黑醋栗,hēi cù lì,grosella negra,schwarze johannisbeere
blackness,noirceur,黑,hēi,negrura,schwärze
blameless,irréprochable,无可指责,wú kě zhǐ zé,inocente,untadelig
blare,vacarme,响亮的,xiǎng liàng de,estruendo,schmettern
blaspheme,blasphémer,亵渎,xiè dú,blasfemar,lästern
blindly,aveuglement,盲目地,máng mù dì,a ciegas,blindlings
blindness,cécité,失明,shī míng,ceguera,blindheit
blissful,bienheureux,幸福的,xìng fú de,feliz,glückselig
bloat,gonfler,膨胀,péng zhàng,inflar,aufblähen
blotch,tache,斑点,bān diǎn,mancha,fleck
blubber,chialer,大声哭,dà shēng kū,grasa de ballena,speck
bluffy,bluffant,虚张声势,xū zhāng shēng shì,azuloso,bluffig
bluish,bleuâtre,淡蓝色,dàn lán sè,azulado,bläulich
bluster,fulminer,咆哮,páo xiāo,fanfarronear,toben
boastful,vantard,自夸,zì kuā,jactancioso,prahlerisch
bog,tourbière,沼泽,zhǎo zé,pantano,moor
bookcase,bibliothèque,书柜,shū jǔ,estantería,bücherregal
bookkeeper,comptable,会计,huì jì,contable,buchhalter
bookworm,rat de bibliothèque,书呆子,shū ái zǐ,ratón de biblioteca,bücherwurm
borough,arrondissement,自治市镇,zì zhì shì zhèn,ciudad,bezirk
braid,tresser,编织,biān zhī,trenza,flechten
brainless,sans cervelle,没脑子的,méi nǎo zǐ de,estúpido,hirnlos
brainpower,matière grise,脑力,nǎo lì,capacidad intelectual,intelligenz
brand-new,tout neuf,全新,quán xīn,para estrenar,brandneu
brash,impétueux,鲁莽,lǔ mǎng,temerario,frech
brilliance,éclat,光彩,guāng cǎi,brillantez,brillanz
brother-in-law,beau-frère,长者的意思是铁则,cháng zhě de yì sī shì tiě zé,cuñado,schwager
brute,brute,野蛮的,yě mán de,bruto,roh
built-in,intégré,内置,nèi zhì,incorporado,eingebaut
bystander,spectateur,旁观者,páng guān zhě,espectador,zuschauer
calmness,calme,冷静,lěng jìng,calma,ruhe
calumny,calomnie,诽谤,fěi bàng,calumnia,verleumdung
candour,candeur,坦率,tǎn lǜ,candor,offenheit
capacious,vaste,宽敞的,kuān chǎng de,espacioso,geräumig
captivate,captiver,迷住,mí zhù,cautivar,bestechen
carbohydrate,glucides,糖类,táng lèi,carbohidrato,kohlenhydrat
carbon,carbone,碳,tàn,carbón,kohlenstoff
carious,carié,龋齿,qǔ chǐ,cariado,kariös
carnivorous,carnivore,肉食的,ròu shí de,carnívoro,fleischfressend
cast iron,fonte,铸铁,zhù tiě,hierro fundido,gusseisen
catchy,entraînant,朗朗上口,lǎng lǎng shàng kǒu,pegadizo,eingängig
cater,s'occuper,迎合,yíng hé,abastecer,versorgen
cattish,chatouiller,挑剔的,tiāo tī de,malicioso,katzenhaft
caw,croasser,啼,tí,graznar,krächzen
ceasless,incessant,不断,bù duàn,incesante,unaufhörlich
ceramic,céramique,陶瓷制品,táo cí zhì pǐn,cerámico,keramik
chafe,irriter,摩擦,mó cā,rozar,scheuern
chagrin,dépit,懊恼,ào nǎo,disgusto,ärger
chancy,hasardeux,祯,zhēn,arriesgado,riskant
changeable,changeable,多变,duō biàn,cambiable,veränderbar
changeless,immuable,不变,bù biàn,invariable,unveränderlich
chastise,punir,惩戒,chéng jiè,castigar,züchtigen
chastisement,châtiment,惩罚,chéng fá,castigo,züchtigung
chatterbox,bavard,话匣子,huà xiá zǐ,parlanchín,schwätzer
cheapen,baisser le prix,便宜,biàn yí,abaratar,verbilligen
cheerless,triste,冷冷清清,lěng lěng qīng qīng,triste,freudlos
chestnut,châtaigne,板栗,bǎn lì,castaña,kastanie
childbirth,accouchement,分娩,fēn miǎn,parto,geburt
churchyard,cimetière,墓地,mù dì,cementerio,kirchhof
circular,circulaire,圆,yuán,circular,kreisförmig
circumscribe,limiter,限定,xiàn dìng,circunscribir,umschreiben
circumvent,circonvenir,规避,guī bì,evitar,umgehen
civic,civique,公民,gōng mín,cívico,bürgerlich
clack,claquement,唠叨,láo tāo,charla,klappern
clairvoyant,voyant,千里眼,qiān lǐ yǎn,clarividente,hellseher
cleave,fendre,劈开,pī kāi,adherirse,spalten
cleaver,couperet,切肉刀,qiē ròu dāo,cuchilla de carnicero,hackmesser
cleft,fendu,裂口,liè kǒu,hendido,gespalten
clemency,clémence,宽大处理,kuān dà chù lǐ,clemencia,milde
clement,clément,克莱门特,kè lái mén tè,clemente,milde
clergy,le clergé,牧师,mù shī,clero,klerus
clergyman,pasteur,牧师,mù shī,clérigo,geistliche
cleverness,habileté,聪明,cōng míng,astucia,klugheit
climax,climax,高潮,gāo cháo,clímax,höhepunkt
clinch,décrocher,成交,chéng jiāo,clinch,clinch
cloakroom,vestiaire,衣帽间,yī mào jiān,guardarropa,garderobe
clog,sabot,阻塞,zǔ sāi,obstruir,verstopfen
closeness,proximité,亲近,qīn jìn,cercanía,nähe
clotted,coagulé,凝结的,níng jié de,cuajaron,verklumpt
cloudless,sans nuages,万里无云,mo lǐ wú yún,despejado,wolkenlos
clout,poids,影响力,yǐng xiǎng lì,influencia,schlagkraft
cluster,grappe,簇,cù,grupo,cluster
clutter,désordre,杂乱,zá luàn,desorden,unordnung
cockpit,poste de pilotage,座舱,zuo cāng,cabina,cockpit
coefficient,coefficient,系数,xì shù,coeficiente,koeffizient
cogitate,réfléchir,思索,sī suǒ,meditar,nachdenken
cognate,apparenté,同源,tóng yuán,cognado,verwandt
cognizance,connaissance,认知,rèn zhī,conocimiento,kenntnis
cognizance,connaissance,认知,rèn zhī,conocimiento,kenntnis
cohabit,cohabiter,同居,tóng jū,cohabitar,zusammenleben
cohere,adhérer,凝聚力,níng jù lì,adherirse,zusammenhängen
cohort,cohorte,队列,duì liè,grupo,kohorte
colander,passoire,滤器,lǜ qì,colador,sieb
coldness,froideur,寒冷,hán lěng,frialdad,kälte
collateral,collatéral,抵押品,dǐ yā pǐn,colateral,sicherheit
collective,collectif,集体,jí tǐ,colectivo,kollektiv
collide,entrer en collision,碰撞,pèng zhuàng,chocar,kollidieren
comely,belle,漂亮,piāo liàng,gentil,hübsch
commandment,commandement,诫命,jiè mìng,mandamiento,gebot
commemorate,commémorer,纪念,jì niàn,conmemorar,gedenken
commiserate,compatir,怜悯,lián mǐn,compadecer,mitleid
compulsion,compulsion,强迫症,qiáng po zhèng,compulsión,zwang
concealment,dissimulation,隐瞒,yǐn mán,ocultación,verschleierung
concede,concéder,承认,chéng rèn,conceder,zugeben
concourse,foule,大厅,dà tīng,concurso,halle
